,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,professional_roles,accept_incomplete_resumes,experience,employment,adv_response_url,is_adv_vacancy,adv_context
0,110318550,0,Ведущий менеджер по продажам,,0,0,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': None, 'currency': 'RUR', 'gross': 1}","{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'lat': None, 'lng': None, 'description': None, 'raw': None, 'metro': {'station_name': 'Деловой центр', 'line_name': 'Большая кольцевая линия', 'station_id': '97.603', 'line_id': '97', 'lat': 55.7491, 'lng': 37.5395}, 'metro_stations': [{'station_name': 'Деловой центр', 'line_name': 'Большая кольцевая линия', 'station_id': '97.603', 'line_id': '97', 'lat': 55.7491, 'lng': 37.5395}], 'id': '3269669'}",,,2024-11-07T13:23:57+0300,2024-11-07T13:23:57+0300,0,https://hh.ru/applicant/vacancy_response?vacancyId=110318550,,,https://api.hh.ru/vacancies/110318550?host=hh.ru,https://hh.ru/vacancy/110318550,[],"{'id': '4379354', 'name': 'Смарт Аналитикс Рус', 'url': 'https://api.hh.ru/employers/4379354', 'alternate_url': 'https://hh.ru/employer/4379354', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1084659.png', '240': 'https://img.hhcdn.ru/employer-logo/5959266.png', '90': 'https://img.hhcdn.ru/employer-logo/5959265.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4379354', 'accredited_it_employer': 1, 'trusted': 1}","{'requirement': 'Не боитесь холодных звонков и интенсивного темпа работы. Отсрочка от армии (для военнообязанных): организация аккредитована Минцифры РФ, продукт входит в...', 'responsibility': 'Формировать базу потенциальных клиентов по заданной логике. Совершать холодные звонки и выходить на ЛПР: генерального директора / руководителя отдела маркетинга / маркетолога...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],0,"[{'id': '70', 'name': 'Менеджер по продажам, менеджер по работе с клиентами'}]",0,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,0,
1,111948875,0,Младший аналитик,,1,0,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Нижний Сусальный переулок', 'building': '5с19', 'lat': 55.759218, 'lng': 37.665704, 'description': None, 'raw': 'Москва, Нижний Сусальный переулок, 5с19', 'metro': {'station_name': 'Курская', 'line_name': 'Кольцевая', 'station_id': '5.71', 'line_id': '5', 'lat': 55.758631, 'lng': 37.661059}, 'metro_stations': [{'station_name': 'Курская', 'line_name': 'Кольцевая', 'station_id': '5.71', 'line_id': '5', 'lat': 55.758631, 'lng': 37.661059}], 'id': '480936'}",,,2024-11-27T09:32:58+0300,2024-11-27T09:32:58+0300,0,https://hh.ru/applicant/vacancy_response?vacancyId=111948875,,,https://api.hh.ru/vacancies/111948875?host=hh.ru,https://hh.ru/vacancy/111948875,[],"{'id': '64474', 'name': 'GlowByte', 'url': 'https://api.hh.ru/employers/64474', 'alternate_url': 'https://hh.ru/employer/64474', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1010776.png', '90': 'https://img.hhcdn.ru/employer-logo/5663880.png', '240': 'https://img.hhcdn.ru/employer-logo/5663881.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=64474', 'accredited_it_employer': 0, 'trusted': 1}","{'requirement': 'Обязательные: Высшее ИТ/техническое образование либо последние курсы государственного технического ВУЗа. Технический английский язык. Владение SQL на базовом уровне (навыки...', 'responsibility': 'Изучение предметной области (банковское дело, маркетинг и клиентская <highlighttext>аналитика</highlighttext>, аналитические технологии в банках и пр.). Изучение технологий и приложений известнейших...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],0,"[{'id': '10', 'name': 'Аналитик'}]",0,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,0,
2,111614351,0,Аналитик данных,,0,0,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-11-22T20:00:11+0300,2024-11-22T20:00:11+0300,0,https://hh.ru/applicant/vacancy_response?vacancyId=111614351,,,https://api.hh.ru/vacancies/111614351?host=hh.ru,https://hh.ru/vacancy/111614351,[],"{'id': '1854585', 'name': 'Национальная тендерная компания', 'url': 'https://api.hh.ru/employers/1854585', 'alternate_url': 'https://hh.ru/employer/1854585', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/6811310.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1297756.png', '240': 'https://img.hhcdn.ru/employer-logo/6811311.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1854585', 'accredited_it_employer': 0, 'trusted': 1}","{'requirement': 'Умение работать с людьми \\ в команде. - Трекинг дедлайнов. - Аналитический склад ума. - Уверенные знания в области <highlighttext>аналитики</highlighttext>. - Владение Python, желателен опыт...', 'responsibility': '<highlighttext>Аналитика</highlighttext> эффективности текущий алготрейдинговых моделей. - Построение удобной, понятной отчётности для улучшения моделей. Дашборды, витрины, интерактивная инфографика. (любой инструмент решающий задачу). - '}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],0,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",0,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'part', 'name': 'Частичная занятость'}",,0,
3,112067031,0,Стажер - разработчик SQL (BI),,0,0,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-11-28T15:21:24+0300,2024-11-28T15:21:24+0300,0,https://hh.ru/applicant/vacancy_response?vacancyId=112067031,1,,https://api.hh.ru/vacancies/112067031?host=hh.ru,https://hh.ru/vacancy/112067031,[],"{'id': '3421', 'name': 'Tefal', 'url': 'https://api.hh.ru/employers/3421', 'alternate_url': 'https://hh.ru/employer/3421', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/2411214.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/2411213.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/492365.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3421', 'accredited_it_employer': 0, 'trusted': 1}","{'requirement': 'Направление обучения: техническое. Средне-продвинутые знания SQL. Знания основ построения БД. Понимание принципов построения DWH (желательно). Знание языка программирования Python...', 'responsibility': 'Участие в проектах по разработке решений корпоративной бизнес-<highlighttext>аналитики</highlighttext> и отчётности. Поддержка существующих проектов с базами данных (MS SQL SERVER...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],0,"[{'id': '96', 'name': 'Программист, разработчик'}]",0,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'probation', 'name': 'Стажировка'}",,0,
4,111971977,0,Chief Data Officer,,0,0,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-11-27T13:55:23+0300,2024-11-27T13:55:23+0300,0,https://hh.ru/applicant/vacancy_response?vacancyId=111971977,,,https://api.hh.ru/vacancies/111971977?host=hh.ru,https://hh.ru/vacancy/111971977,[],"{'id': '11635085', 'name': 'Завьялов Е Е', 'url': 'https://api.hh.ru/employers/11635085', 'alternate_url': 'https://hh.ru/employer/11635085', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=11635085', 'accredited_it_employer': 0, 'trusted': 0}","{'requirement': '...данными, <highlighttext>аналитики</highlighttext> или в смежных областях не менее 5 лет. Глубокие знания в области управления данными, архитектуры данных, <highlighttext>аналитики</highlighttext> и...', 'responsibility': 'Разработка и реализация стратегии управления данными компании на всех уровнях: от сбора до <highlighttext>аналитики</highlighttext> и использования данных. Обеспечение высокого качества...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],0,"[{'id': '157', 'name': 'Руководитель отдела аналитики'}]",0,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,0,
5,112189378,0,Аналитик данных,,1,0,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 250000, 'to': None, 'currency': 'RUR', 'gross': 0}","{'id': 'open', 'name': 'Открытая'}",,,,2024-11-29T19:21:00+0300,2024-11-29T19:21:00+0300,0,https://hh.ru/applicant/vacancy_response?vacancyId=112189378,1,,https://api.hh.ru/vacancies/112189378?host=hh.ru,https://hh.ru/vacancy/112189378,[],"{'id': '124', 'name': 'Coleman Group', 'url': 'https://api.hh.ru/employers/124', 'alternate_url': 'https://hh.ru/employer/124', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/945572.png', '240': 'https://img.hhcdn.ru/employer-logo/4222825.png', '90': 'https://img.hhcdn.ru/employer-logo/4222824.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=124', 'accredited_it_employer': 0, 'trusted': 1}","{'requirement': 'Опыт от 3-х лет в роли <highlighttext>Data</highlighttext>-<highlighttext>аналитика</highlighttext> (BI/DWH) на проектах построения BI-систем, хранилищ данных, аналитических кубов. ', 'responsibility': '...с командой <highlighttext>Data</highlighttext>-инженеров (разработчиков) в рамках проекта RC <highlighttext>Data</highlighttext> Lake. Сбор и анализ требований для создания внутренних <highlighttext>Data</highlighttext>-продуктов...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],0,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",0,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,0,
6,111870071,0,Junior Data Analyst,,0,0,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 70000, 'to': None, 'currency': 'RUR', 'gross': 0}","{'id': 'open', 'name': 'Открытая'}",,,,2024-11-26T12:32:13+0300,2024-11-26T12:32:13+0300,0,https://hh.ru/applicant/vacancy_response?vacancyId=111870071,,,https://api.hh.ru/vacancies/111870071?host=hh.ru,https://hh.ru/vacancy/111870071,[],"{'id': '9113528', 'name': 'Effective Mobile', 'url': 'https://api.hh.ru/employers/9113528', 'alternate_url': 'https://hh.ru/employer/9113528', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/6335022.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1178649.png', '240': 'https://img.hhcdn.ru/employer-logo/6335023.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9113528', 'accredited_it_employer': 1, 'trusted': 1}","{'requirement': 'SQL на уверенном уровне — понимание, как извлекать данные и работать с ними. Базовые знания Python — умение использовать язык для обработки...', 'responsibility': 'Удобную и понятную систему постановки и контроля задач по Agile/SCRUM.'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],0,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",0,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,0,
7,111898525,0,Data Analyst,,0,0,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': 300000, 'currency': 'RUR', 'gross': 1}","{'id': 'open', 'name': 'Открытая'}",,,,2024-11-26T18:07:17+0300,2024-11-26T18:07:17+0300,0,https://hh.ru/applicant/vacancy_response?vacancyId=111898525,,,https://api.hh.ru/vacancies/111898525?host=hh.ru,https://hh.ru/vacancy/111898525,[],"{'id': '5591530', 'name': 'IT-hunters', 'url': 'https://api.hh.ru/employers/5591530', 'alternate_url': 'https://hh.ru/employer/5591530', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/3929691.png', '240': 'https://img.hhcdn.ru/employer-logo/3929692.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/872204.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5591530', 'accredited_it_employer': 0, 'trusted': 1}","{'requirement': 'Опыт работы на позиции <highlighttext>аналитика</highlighttext>, продуктового <highlighttext>аналитика</highlighttext>, ресерч <highlighttext>аналитика</highlighttext>. - Опыт работы с большим массивом данных. - Опыт проведения и обсчета АВ...', 'responsibility': 'Анализ данных для выявления точек роста, выдвижение и проверка гипотез для улучшения продуктовых метрик компании. - Мониторинг действий конкурентов. - '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],0,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",0,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,0,
8,112168851,0,Разработчик Delphi,,0,0,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 300000, 'to': 340000, 'currency': 'RUR', 'gross': 1}","{'id': 'open', 'name': 'Открытая'}",,,,2024-11-29T16:29:38+0300,2024-11-29T16:29:38+0300,0,https://hh.ru/applicant/vacancy_response?vacancyId=112168851,,,https://api.hh.ru/vacancies/112168851?host=hh.ru,https://hh.ru/vacancy/112168851,[],"{'id': '4768936', 'name': 'LIAN', 'url': 'https://api.hh.ru/employers/4768936', 'alternate_url': 'https://hh.ru/employer/4768936', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/7005207.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/1346316.jpg', '90': 'https://img.hhcdn.ru/employer-logo/7005206.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4768936', 'accredited_it_employer': 0, 'trusted': 1}","{'requirement': 'Опыт разработки на Delphi не менее 3 лет. Опыт работы с DelphiScript. Уверенное владение SQL. Опыт работы с СУБД Oracle...', 'responsibility': 'LIAN — системный интегратор с фокусом в <highlighttext>аналитике</highlighttext> и управлении данными. 2. Заказная разработка аналитических систем. Когда у нашего клиента есть...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],0,"[{'id': '96', 'name': 'Программист, разработчик'}]",0,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,0,
9,112289232,0,Data analyst/Аналитик данных,,0,0,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-12-01T22:13:14+0300,2024-12-01T22:13:14+0300,0,https://hh.ru/applicant/vacancy_response?vacancyId=112289232,1,,https://api.hh.ru/vacancies/112289232?host=hh.ru,https://hh.ru/vacancy/112289232,[],"{'id': '1838', 'name': 'Ventra', 'url': 'https://api.hh.ru/employers/1838', 'alternate_url': 'https://hh.ru/employer/1838', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/6007629.png', '240': 'https://img.hhcdn.ru/employer-logo/6007630.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1096753.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1838', 'accredited_it_employer': 0, 'trusted': 1}","{'requirement': 'Опыт от 3-х лет в роли <highlighttext>Data</highlighttext>-<highlighttext>аналитика</highlighttext> (BI/DWH) на проектах построения BI-систем, хранилищ данных, аналитических кубов. ', 'responsibility': '...с командой <highlighttext>Data</highlighttext>-инженеров (разработчиков) в рамках проекта RC <highlighttext>Data</highlighttext> Lake. Сбор и анализ требований для создания внутренних <highlighttext>Data</highlighttext>-продуктов...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],0,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",0,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,0,
